osmid,lat,lon,street_count
104528763,40.4309341,-79.9789077,4
104528821,40.4294802,-80.0063952,3
104528829,40.4292475,-80.0057944,1
104529292,40.4190268,-80.0118378,3
104529609,40.4305022,-79.9989177,4
104530275,40.4587931,-79.9289389,3
104530285,40.4592268,-79.9274489,4
104530294,40.4595464,-79.9263795,3
104530304,40.4599447,-79.9250441,4
104530307,40.4601501,-79.9243545,3
104531209,40.4528687,-80.0614419,3
104531237,40.4539667,-80.059512,4
104531523,40.4592748,-79.9291826,4
104531534,40.4596662,-79.9293958,5
104531555,40.4614933,-79.9284631,3
104531559,40.4624956,-79.9278342,4
104531570,40.4629932,-79.9275347,3
104531579,40.4634929,-79.9272413,4
104531999,40.4494345,-79.9070463,3
104532011,40.4496699,-79.9077564,1
104532369,40.4301044,-80.0162897,3
